400194,Devonshire Building,D09,"20 Devonshire Road,",239850,Apartment,N/A,Freehold,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/devonshire-building-2584,"Devonshire Building is a Freehold apartment property located at Devonshire Road in District D09. Devonshire Building is close to Somerset MRT NS23. 

Amenities near Devonshire Building
Devonshire Building is a short drive to 313@ somerset and *Scape. It is also not far from several schools such as Anglo-Chinese Junior School, Gan Eng Seng School and Raffles Girls' Secondary School. 

Devonshire Building is accessible via River Valley Road and Orchard Road."
400195,Dorset Mansions,D08,99 - 101 Dorset Road,219494,Apartment,N/A,Freehold,1992,N/A,N/A,https://www.propertyguru.com.sg/project/dorset-mansions-1873,"Dorset Mansions is a freehold apartment development located at 99 – 101 Dorset Road, Singapore 219494, in District 08, minutes walk to Farrer Park MRT Station. Dorset Mansions was completed in 1992 and is close to KK Womens' and Children's Hospital and Arab Street. 

Condo Amenities near Dorset Mansions

A few feeder bus services are available near Dorset Mansions. It is also close to several/ local and international schools, such as Kingston International School, Farrer Park Primary School, and Anglo-Chinese School. Residents can head down to the nearby shopping malls like Mustafa Centre or City Square Mall for amenities such as supermarkets, restaurants, banks, cinema, boutique shops, and more. 

For vehicle owners, driving from Dorset Mansions to the business hub takes about 15 minutes via Victoria Street or the vibrant Orchard Road shopping district is about 5 minutes drive, via Scotts Road."
400196,Dublin Lodge,D09,40 Dublin Road,239819,Apartment,N/A,Freehold,1987,N/A,N/A,https://www.propertyguru.com.sg/project/dublin-lodge-20879,"Dublin Lodge is a freehold apartment located at 40, Dublin Road, 239819 in District 09 Orchard. Dublin Lodge is close to Orchard MRT Station and Dhoy Gaut MRT Station. Schools close to Dublin Lodge include, River Valley Primary and Saint Margaret's Primary.  

Amenities near Dublin Lodge

Residents at Dublin Lodge can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, banks, eateries and more. 

Dublin Lodge is near to NTUC Fairprice Killiney and Cold Storage Centrepoint. It is also close to Centrepoint Shopping Centre and Orchard Plaza. 

Vehicle owners can take Dublin Road and Oxley Road to get to the business hub or shopping district in the city."
400197,Duchess Park,D10,22 Duchess Avenue,269093,Apartment,Bemvia Trade & Supplier Pte Ltd,999-year Leasehold,1985,N/A,17,https://www.propertyguru.com.sg/project/duchess-park-20880,"Duchess Park Duchess Park is a beautifully designed and a unique 999 year leasehold apartment development located in 22 Duchess Avenue, District 10, Singapore. The construction of this development was done by the famous Bemvia Trade & Supplier Pte Ltd company, which is a very well reputed company in the field of construction. The development of this project was completed in the year 1985. Even though, the Duchess Park development was developed a long time ago, but it is a well designed development and provides comfortable living to its residents. Despite of being located in a great locality, the development is quite affordable.Duchess Park - Unique Selling PointsDuchess Park offers limited but above average facilities to its residents. The development does not offer facilities and features like many new developments offer to their residents. The Duchess Park offers great basic facilities and features to make sure that the residents do not have to face any kind of issue while settling in the development. The development offers complete car parking facility for its residents. Most importantly, the development is equipped with latest security gadgets and provides 24 hour security to its residents to make sure that the residents are protected from any kind of external threats while they are in the development.Duchess Park - AccessibilityDuchess Park was developed strategically keeping in mind the importance of accessibility of the location. The residents do not have to worry about moving to and from the location even if they do not have their own vehicles. Public transportation is also available in the locality, making the area of the development even more attractive. The residents of the development can use the DT8 Tan Kah Kee MRT Station, CC20 Farrer Road MRT Station and CC19 Botanic Gardens MRT Station to easily move to and from the location. The development is easily accessible and is connected via major roads and highways of the area from where the residents can reach any place in the city easily just by driving for a few minutes.Duchess Park – Amenities & AttractionsDuchess Park is located in a great area and is surrounded by a variety of amenities. The residents do not have to worry about anything in the area because everything is easily accessible in the locality.Education near Duchess Park:There are many great educational institutions in the area providing top class education services to the residents of the area. The residents do not have to worry about the education of their children. Few of the famous educational institutions in the area areNanyang Primary SchoolHwa Chong International SchoolFeng Hua Language Studies CentreShopping near Duchess Park:It is considered to be a great place for those who love to do shopping because there are many great shopping spots in the area from where the residents can shop for almost anything they want. Few of the famous shopping spots near the development areEat Organic Pte LtdGerman Market PlaceNTUC FairpriceGerk Thiam KweeDining near Duchess Park:Many great food points are also available in the area where the residents can enjoy some fine quality dining facility with their family and friends. Few of the great food points near the development areKara Café and Dessert BarSensu Cocina Pte LtdMy Little Spanish PlaceChoupinetteDuchess Park - Project InformationDuchess Park is a beautiful development and the buyers have the option to select from different designs of the units. The built up area of the units in the development starts from 1500sfProject Name: Duchess ParkDistrict: 10Configuration: 17 residential unitsThe buyers can select from the following designs: 3 bedrooms unitThe owners also have the option to rent out the units, making the development attractive from investment point of view as well. The rent of the units in the development increases accordingly to the selection of the design of the unit.The development company of the Duchess Park has developed many famous projects in the country and has always focused on giving value back to the stakeholders. The development company made sure that the Duchess Park becomes a landmark for future developments and attracts people from all over the city.Duchess Park - Nearby ProjectsAs discussed earlier, the Duchess Park development is situated in a great area and is surrounded by many beautiful developments which are making the area attractive and charming. Few of the famous developments in the area areSerene HouseCluny Park ResidenceCamden ParkShelford ValeAstrid Meadows"
400198,Dunearn Lodge,D11,408 Dunearn Road,289674,Apartment,Hoe Soon Investment Pte Ltd,99-year Leasehold,1999,N/A,14,https://www.propertyguru.com.sg/project/dunearn-lodge-1430,"Dunearn Lodge is a 99-year leasehold development located at 408 Dunearn Road Singapore 289674 in District 11 near Botanic Gardens MRT Station. It was completed in 1999 and comprises a total of 14 units. Dunearn Lodge is close to Coronation Shopping Plaza and Serene Centre. 

Condo Facilities at Dunearn Lodge

Facilities at Dunearn Lodge include car park and 24-hour security. 

Condo Amenities near Dunearn Lodge

Dunearn Lodge is close to a wide range of amenities such as eating establishments, ATMs, banks, cafes, bistros, supermarkets, clinics, and salons. 

Dunearn Lodge is also close to reputable schools such as Singapore Bible College, Hwa Chong Institution, an Nanyang Primary School. 

Dunearn Lodge can be easily accessed via Botanic Gardens and Farrer Road MRT Stations."
400199,Dunearn Regency,D20,402A Dunearn Road,289608,Apartment,Wu Pih Hwa,Freehold,2011,5,8,https://www.propertyguru.com.sg/project/dunearn-regency-23533,"Dunearn Regency
Dunearn Regencyis a freehold condominium located on Dunearn Road in District 11 and developed by Wu Pih Hwa. Dunearn Regency  comprises of 1 building(s) with  5 floors and 8 residential units. It was completed in 2011.

Facilities in Dunearn Regency 
The facilities of  Dunearn Regency consist of 	Playground, Aircon Facilities, and Fitness corner.

Amenities in Dunearn Regency 
 Dunearn Regency is close to FARRER ROAD MRT Stations.

Resident at  Dunearn Regency can get to the nearest Schools named HWA CHONG INTERNATIONAL SCHOOL, BLUE HOUSE INTERNATIONAL SCHOOL, and CHINESE INTERNATIONAL SCHOOL."
400201,E Maisons (The Maisons),D13,28 Braddell Road,359966,Apartment,Global Star Development Pte Ltd,Freehold,2016,5,130,https://www.propertyguru.com.sg/project/e-maisons-the-maisons-21493,"E Maisons (The Maisons)E Maisons (The Maisons) is a freehold apartment development that is located at Braddell Road in District 13. It is an apartment project that was completed recently. The project was completed in 2016 with a total of 130 units available for sale or rent. The apartment development is located close to public transportation that allows residents to move easily from one place to another from the apartment. There are many shops and amenities close to the apartment development which would ease the process for residents and they do not need to go far to find what they need. The project was developed by Global Star Development Pte Ltd.E Maisons (The Maisons) - Unique Selling PointE Maisons (The Maisons) is a beautiful apartment development that has many charms to it. There are various facilities that residents can enjoy while living in E Maisons (The Maisons). Residents of E Maisons (The Maisons) would not have to travel far to get their basic necessities as everything is close within their reach. Residents can enjoy the themed garden, sun deck, rooftop jacuzzi, lap pool, children's pool, scenic outlook and trellis, children's area, barbeque pits, mediation area, outdoor fitness area, reflexology area, club house and gymnasium. Residents can enjoy taking evening walks around the apartment development while enjoying the sun set during their free time.E Maisons (The Maisons) – AccessibilityThere is a number of public transportation close to E Maisons (The Maisons) that residents can make use of. The closest MRT stations are Woodleigh MRT and Serangoon MRT. The closest bus stops are located at PUB Recreation Club, Woodleigh Station and Serangoon International. For those with vehicles, the shopping district located at Orchard Road can be easily accessed via the Central Expressway, Upper Serangoon Road and Bendemeer Road in 15 to 20 minutes.E Maisons (The Maisons) - Amenities Schools and Education Institute near E Maisons (The Maisons) Zhonghua Secondary SchoolYangzheng Primary SchoolNanyang Junior CollegeSt Gabriel’s Secondary SchoolSt Gabriel’s Primary SchoolDining near E Maisons (The Maisons) The Ship Restaurant & BarShabu Tontei (Serangoon NEX)Kuriya Japanese MarketDian Xiao Er @ Serangoon NEXIchiban BoshiMedical Centres/ Clinics near E Maisons (The Maisons) Tay Family ClinicPk Women’s Specialist ClinicPpp Laser Clinic NexOnedoctors Medical Centre326 Avenue 3 ClinicSupermarket near E Maisons (The Maisons) FairPrice Xtra Hyper NexCold Storage Serangoon NexYen Investments Pte LtdFortune SupermarketSheng Siong SupermarketE Maisons (The Maisons) - Project Information  E Maisons (The Maisons) is an apartment development that is made up of 130 5-storey apartment units. There are3 types of units available with various layouts that resident can browse through. The size of the unit ranges between 570 square feet to 1,636 square feet. The layouts for the units in E Maisons (The Maisons) aim to provide residents with homes that is comfortable for working adults, couples or families looking to own a spacious and manageable apartment unit. The sale price for the units ranges between S$ 820,000 to S$ 3,000,000.Project Name: E Maisons (The Maisons)Type: ApartmentDistrict: 13Configuration: 130Unit Types:1 bedroom (570 sqft)2 bedrooms (667 sqft – 1,173 sqft)3 bedrooms (1,119 sqft – 1,636 sqft)E Maisons (The Maisons) - Nearby ProjectsThe following developments are in the same neighborhood as E Maisons (The Maisons):The Tre VerThe Woodleigh ResidencesPark ColonialBartley RidgeThe Poiz ResidencesNin Residence"
400202,E-Space,D15,135 Lorong K Telok Kurau,425774,Apartment,Fragrance Land Pte Ltd,Freehold,2008,N/A,14,https://www.propertyguru.com.sg/project/e-space-1047,"E-space is a freehold apartment development located at 135 Lorong K Telok Kurau, Singapore 425774, in District 15, minutes walk to Kembangan MRT Station. Completed in 2008, it comprises 14 units. Espace is close to the East Coast Park and East Shore Hospital. 

Condo Facilities at E-space

Facilities at E-space include swimming pool, BBQ pits, and fitness station. 

Condo Amenities near E-Space

A few feeder bus services are available near Espace. It is also a short drive to several good schools, such as Victoria Junior College, Haig Girls’ School, and Tanjong Katong Secondary School. 

E-space is also within driving distance to the numerous restaurants located at East Coast Road. Residents can drive down to the nearby Marine Parade Market and Food Centre or Siglap Centre for amenities such as supermarkets, restaurants and eating establishments, and more. Alternatively, residents may drive a little further to Parkway Parade, which is a true one-stop shopping destination. 

For vehicle owners, driving from E-space to either the business hub or the bustling Orchard Road shopping district takes just above 15 minutes, via East Coast Parkway and Pan Island Expressway respectively."
400203,E7 Lodge,D14,66 Lorong Melayu,416953,Apartment,N/A,Freehold,1991,N/A,N/A,https://www.propertyguru.com.sg/project/e7-lodge-1887,"E7 LodgeE7 Lodge is an apartment project that was completed in the year 1991. The apartment has 12 freehold units to be occupied. There are 3 floors to the apartment. E7 Lodge is located at Lorong Melayu, 416953 in District 14. The closest MRT station to the apartment is Kembangan MRT Station. Residents can easily access amenities such as banks, post offices, restaurants, shops and schools that are in the area.E7 Lodge-Unique Selling PointsThe unique thing about this apartment is that it looks like a mansion. The apartment is gated and situated in a space of its own. Residents can enjoy the privacy this apartment offers as there are only 12 units in the apartment. There is an open car park space in the apartment grounds that residents can use to park their cars. The plus point of this apartment is that it is in walking distance to many other outside amenities. Residents can also enjoy the view and greenery surrounding the apartment.E7 Lodge- AccessibilitiesResidents of E7 Lodge can easily access the public transports that are available. There are MRT Stations and bus stops walking distance from the apartment. The closest MRT Station to the apartment is Kembangan MRT Station, Eunos MRT Station and Kaki Bukit MRT Station. Residents can easily spot the bus stops as they are located at Kg Kembangan Community Center, Kembangan MRT Station, Masjid Kassim, Block 102, Casa Sarina and The Budd Union. For residents with vehicle, it takes about 15 minutes to get to the shopping district or business hub using the East Coast Road.E7 Lodge- AmenitiesDining near E7 LodgeGu Zao RenOld Chang Kee @ Kembangan MRTMak’s Place- The HawkerantChai Chee Seafood RestaurantSeng Kee Black Chicken Herbal SoupSchools and Education near E7 LodgeTeluk Kurau Secondary SchoolEunos Primary SchoolSt Stephen’s SchoolFlying Colours Education CentreMy Prep School ChildcareClinics/Hospitals near E7 LodgeCoherent Instruments Pte ltdEce Elken StockistGuardian SingaporeBenzen Industry Services Pte LtdLim ClinicEunos ClinicSupermarkets near E7 LodgeFairPrice Lengkong TigaThe BBQ Shop @ KembanganNew Sufi Barber ShopSP Markets Pte LtdEveryday MarketPark/Gym near E7 LodgeLor Marzuki Interim ParkLorong Melayu ParkSiglap Park Connector, Sims Ave E Rest PointLorong Sarina Interim ParkGardens By The FrankelMalls near E7 LodgeKembangan CourtBeautrix StudioParkway EastBedok Mall112 KatongE7 Lodge- Project InformationE7 Lodge is a very secluded apartment that has a total of only 12 units to occupy. There is only one type of unit to choose from but the privacy the apartment gives its residents makes it worth it. The apartment may have been built in the early 90’s but it has been kept in a good condition and it still is in good condition waiting for its next occupant. The apartment is conducive for families and the size of the apartment averages at 1,335 square feet to 1,345 square feet.Project Name: E7 LodgeType: ApartmentDistrict: 14Configuration: 12 residential unitsUnit types for E7 Lodge:3 bed + 2 bathroom (1335 – 1345 sqft)E7 Lodge- Nearby Projects#1 Loft#1 Suites (one Suites)28 Imperial Residences"
400204,East 25 Apartments,D14,10 Lorong 25A Geylang,388224,Apartment,N/A,Freehold,1993,N/A,N/A,https://www.propertyguru.com.sg/project/east-25-apartments-1888,"East 25 Apartments is a freehold apartment development located at 10, Lorong 25A Geylang (S)388224 in District 14 near Aljunied MRT station. Completed in 1993, it is located in the vicinity of Advance Apartments and Excellence Mansions. 

Condo Amenities near East 25 Apartments

East 25 Apartments is located just minutes drive away from Parkway Parade Shopping Centre, where a host of amenities are readily available, such as retail outlets, supermarkets, restaurants and eating establishments, banks, and other entertainment facilities. 

There are schools located in the vicinity, such as Geylang Methodist Primary School and Kong Hwa School. 
Recreational facilities nearby include the Singapore Badminton Hall and Singapore Adventurer’s Club which is just a short drive away. 
For vehicle owners, travelling to the business hub from East 25 Apartments takes just above 10 minutes, via Geylang Road."
400205,East Coast Mansions,D15,615 East Coast Road,429085,Apartment,N/A,Freehold,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/east-coast-mansions-835,"East Coast Mansions is a freehold apartment development located at 615 East Coast Road, Singapore 429085 in District 15 near Kembangan MRT Station. Completed in 1970, it is located in the vincinity of landmarks like East Coast Park and East Shore Hospital. 

Condo Amenities near East Coast Mansions

East Coast Mansions is located within walking distance of shopping centres like Marine Parade Market & Food Centre and Siglap Centre where a host of amenities are readily available, such as supermarkets, restaurants and food courts, banks, and entertainment facilities. 

Educational institutions located nearby include Saint Patrick's School and CHIJ Katong Convent Secondary School. As for nearby recreational facilities, Parkland Golf Driving Range is a short drive away."
400206,East Elegance,D15,190 Joo Chiat Terrace,427336,Apartment,Fragrance Homes Pte Ltd,Freehold,2007,N/A,20,https://www.propertyguru.com.sg/project/east-elegance-487,"East Elegance is a freehold apartment development located at 190 Joo Chiat Terrace, Singapore 427336, in District 15, minutes walk to Eunos MRT Station. Completed in 2007, it comprises 20 units. East Elegance is close to the East Coast Park and East Shore Hospital.

Condo Facilities at East Elegance

Facilities at East Elegance include rooftop swimming pool, fitness station, and playground.

Condo Amenities near East Elegance

A few feeder bus services are available near East Elegance. It is also near several good schools, such as Tanjong Katong Secondary School, Tanjong Katong Girls’ School, and Chung Cheng High School.

East Elegance is also within walking distance to the stretch of restaurants located along Joo Chiat Road. Residents can drive down to the Parkway Parade shopping centre for a suite of amenities such as supermarkets, restaurants and eating establishments, banks, and boutique shops. Alternatively, residents may go to the nearer Eunos Crescent Market and Food Centre for daily necessities. The Parkland Golf Driving Range is also within reasonable driving distance.

For vehicle owners, driving from East Elegance to either the business hub or the bustling Orchard Road shopping district takes about 15 minutes, via East Coast Parkway and Pan Island Expressway respectively."
400207,East Galleria,D15,19 Sea Avenue,424239,Apartment,FORTUNE REALTY PTE LTD,Freehold,2008,5,29,https://www.propertyguru.com.sg/project/east-galleria-1025,"East Galleria is a freehold apartment development located at 19 - 21 Sea Avenue, Singapore 424239, in District 15, minutes away from Eunos MRT Station. Completed in 2008, it comprises 29 units and is five storeys tall. East Galleria is close to the East Coast Park and East Shore Hospital. 

Condo Facilities at East Galleria

Facilities at East Galleria include swimming pool, BBQ pits, foot reflexology, and playground. 

Condo Amenities at East Galleria

Several feeder bus services are available near East Galleria. It is also a short drive to several established schools, such as Victoria Junior College, Tanjong Katong Girls’ School, and Tanjong Katong Secondary School. 

East Galleria is also within walking distance to the stretch of restaurants located at East Coast Road. Residents can drive down to the nearby Parkway Parade shopping centre for a myriad of amenities such as supermarkets, restaurants and eating establishments, banks, boutique shops, and more. 

For vehicle owners, driving from East Galleria to either the business hub or the vibrant Orchard Road shopping district takes about 15 minutes, via East Coast Parkway."
400208,East Shine,D14,57 Lorong Melayu,417026,Apartment,Fragrance Land Pte Ltd,Freehold,2004,5,25,https://www.propertyguru.com.sg/project/east-shine-1428,"East Shine is a freehold development located at Lorong Melayu in District 14. Completed in 2004, it is five storeys tall and consists of 25 units. 

Condo Facilities at East Shine

Facilities at East Shine include swimming pool, BBQ area, fitness station, and a spa pool. 

Condo Amenities near East Shine

East Shine is minutes away from Kembangan train station and there are several bus services available nearby. Several schools, including some international schools, are located in the area. There is an abundance of restaurants and eating establishments, most of which are within walking distance. 

Residents can get their necessities at the Kembangan Plaza or, the Eunos Market and Food Centre, which is just a stone’s throw away. In addition, East Shore Hospital is situated in the vicinity. 

For vehicle owners, it takes less than 20 minutes to get to the business hub via Central Expressway, and the buzzing Orchard Road shopping belt is a 15 minutes drive along Pan Island Expressway."
400209,East View,D15,10 Brooke Road,429986,Apartment,Sing Development Pte Ltd,Freehold,1999,N/A,60,https://www.propertyguru.com.sg/project/east-view-997,"East ViewEast View is a freehold based apartment located in the affluent region of 10 Brooke Road in Singapore. Completed in the year 1999, The East View @ Brooke Road was developed by Sing Development Pte Ltd, a subsidiary of Sing Holdings Ltd. Containing only a limited residential unit, the building holds a significant stature in District 15.EAST VIEW - Unique Selling Points:East View dwells in the surroundings of vibrant locality and prospers in the embrace of a contemporary neighborhood. With a swimming pool inside the vicinity, one does not have to join any private swimming club to get their exercise fix. Residents can also live a healthy life, with an in-house gymnasium accessible within a stone throw away. While sports lover can spend their leisure time at the tennis court, car enthusiasts can park their car at the covered parking spot without any additional charge.EAST VIEW– Accessibility:The rush hour and annoying traffic often act as a hurdle for office goers and travellers. At East view, one can easily access any place of the city with major roads such as Marine Parade Road, Amber Road, Brooke Road and Mountbatten Road located just within minutes of reach. The strategic location of the build also made it easy for the residents to catch a local bus or a taxi at any point of time without any hassle. With MRT stations such as Dakota MRT Station, Eunos MRT Station and The Paya Lebar MRT Station located within a 1km distance, one can use it as an alternative conveyance.EAST VIEW- Nearby MRT StationsDakota MRT StationEunos MRT StationThe Paya Lebar MRT StationEAST VIEW- Amenities & Attractions:East View is just 2 km away from East Coast Park. Residents can have an amazing time at the East Coast Park with their family and friends. The white and shiny sandy beach is a perfect place to stroll around or engage in some water sports activity. With ample of local food vendors around the park, residents can try a wide range of delicious local food. The Marina Barrage resides within a distance of 8.5 km from the building. Residents can spend their holiday with their family at the Marina barrage either watching the mesmerizing view of the reservoir or kayaking around the crystal clear water. Garden by the bay, Supertree Grove, Flower Dome, OCBC Skywalk, Far East Organization Children's Garden and Cloud garden are some of the other attractive places that lie next to the Marina Barrage.Dining near EAST VIEW:Enjoy ample of classy dining options with your friends and family at the nearest restaurants:British HainanFansida Wine & DineKushi Dining BarChat & Chow Casual DiningSupertree DiningShopping near EAST VIEW:No need to visit one shop to other. Visit these glamorous malls and get all exclusive services under one roof- from food, to retail to settling your weekly lodgings:Katong Shopping CentreOdeon Katong Shopping Complex112 Katong MallKatong VSingPost CentreSchools and Education near EAST VIEW: East View Apartment provides easy access to all these well-renowned schools just within a radius of 3 km:Chatsworth International School (East)Canadian International School (Tanjong Katong)Etonhouse International SchoolTanjong Katong Primary SchoolChij (Katong) PrimaryTao Nan SchoolEAST VIEW - Project information:East View Apartment is a mid-rise building with a dwelling capacity of 60 units. The building comes with three layouts of built-up space. Type A includes two bedrooms with an area covering 82 sqm. Type B includes three bedrooms with the cover up space between 102 sqm to 121 sqm. Type C includes spectacular penthouses with an area size of 227 sqm. A standard 883 sqft and 900 sqft residential apartment includes two bedrooms, three bathrooms, a maid room, a living room with shared dining space and a modular kitchen. Project Name: East View District: 15 (Katong, Siglap, TanjongRhu) Configuration: 60 Residential UnitsUnit Types for EAST VIEW:Two Bedrooms + Three BathroomsEAST VIEW - Related ProjectsThe following projects are by the same developer as EAST VIEW:East View (Apartment)Bellerive (Condominium)Meyer Residence (Apartment)38 Draycott Drive (Apartment)EAST VIEW- Nearby Projects:The following developments are in the same neighbourhood as EAST VIEW:Le Conney ParkIdyllic ResidencesLH ResidencesEspira ResidenceThe Montage"
400210,East View 18,D15,18 Rambutan Road,424302,Apartment,N/A,Freehold,2002,N/A,N/A,https://www.propertyguru.com.sg/project/east-view-18-1894,"East View 18 is a freehold apartment development located at 18 Rambutan Road, Singapore 424302, in District 15, minutes walk to Eunos MRT Station. Completed in 2002, East View 18 is close to East Coast Park and East Shore Hospital. 

Condo Facilities at East View 18

Facilities at East View 18 include car park. 

Condo Amenities near East View 18

A few feeder bus services are available near East View 18. It is also just minutes ride to several good schools, such as Tanjong Katong Secondary School, Tanjong Katong Girls’ School, and Chung Cheng High School. 

East View 18 is also within walking distance to the stretch of restaurants located along Joo Chiat Road. Residents can drive down to the Parkway Parade shopping centre for a suite of amenities such as supermarkets, restaurants and eating establishments, banks, and boutique shops. Alternatively, residents may go to the nearer Eunos Crescent Market and Food Centre for daily necessities. The Parkland Golf Driving Range is also within reasonable driving distance. 

For vehicle owners, driving from East View 18 to either the business hub or the bustling Orchard Road shopping district takes about 15 minutes, via East Coast Parkway and Pan Island Expressway respectively."
400211,Eastcove Residences,D15,302 Joo Chiat Place,427982,Apartment,Goldearth Development,Freehold,2002,N/A,N/A,https://www.propertyguru.com.sg/project/eastcove-residences-1011,"Eastcove Residences is a freehold apartment located at 302 Joo Chiat Place Singapore 427982 in District 15 near Eunos MRT Station.

Condo Amenities near Eastcove Residences

Eastcove Residences is close to a wide range of amenities such as eating establishments, hawker centres, convenience stores, supermarkets, banks, ATMs, clinics, and shopping malls. 

Schools such as Telok Kurau Secondary, Haig Girls' School, and CHIJ Katong Primary are within close proximity to Eastcove Residences.

Eastcove Residences can be easily accessed via Eunos, Kembangan, and Paya Lebar MRT Station."
400212,Eastellar,D15,4 Carpmael Road,429753,Apartment,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/eastellar-22926,"Eastellar is an Unknown Tenure apartment property located at Carpmael Road in District D15. Eastellar is close to Paya Lebar MRT EW8. 

Amenities near Eastellar
Eastellar is a short drive to Tanjong Katong Complex and Geylang Serai Malay Village. It is also not far from several schools such as Tanjong Katong Girls' School, Tanjong Katong Secondary School and Haig Girsl' School. 

Eastellar is accessible via Pan-Island Expressway and Geylang Road."
400213,Eastwood Centre,D16,20 Eastwood Road,486442,Apartment,Ho Bee Land,99-year Leasehold,1998,5,48,https://www.propertyguru.com.sg/project/eastwood-centre-686,"Eastwood CentreEastwood Centre is a condominium development located at 20 Eastwood Road, Singapore 486442, in District 16. The condominium has a 99-years leasehold land tenure. The condominium is a low-rise and low-density project with 5 floors and 48 units. The units are composed of 2, 3 and 4 bedrooms. The property is close to amenities like Cold Storage Eastwood, Giant (Bedok Market Place Complex), and NTUC Fairprice (New Upper Changi). The closest shopping malls are Bedok Shopping Complex, East Village, and Changi City Point.The Eastwood Centre was built by Ho Bee Land Limited in 1998. The company was listed on the Mainboard of the Singapore Exchange in 1999. Headquartered in Singapore, Ho Bee also has property investments and developments in Australia, China, United Kingdom, and Europe. The real estate development and investment company have a portfolio that covers many quality residential, commercial and high-tech industrial projects since its establishment in 1987. Eastwood Centre is one of its numerous best projects.Eastwood Centre – Unique Selling PointThe Eastwood center offers a variety of accessibilities for its residents which include Covered car park, Clubhouse, 24 hours security, landscaped courtyard, restaurants, and supermarkets. One of the unique features of this residence is the availability of public transport. Both, the MRT and Buses are readily available and are at a considerable distance from the condominium. Only a walk of 2-5 minutes is required to catch any of the bus or MRT of this district.Eastwood Centre – AccessibilityFor vehicle owners, driving from Eastwood Centre to either the business hub or the vibrant Orchard Road shopping district takes 20 - 25 minutes, via East Coast Parkway. MRTs in the location include Sungei Bedok MRT (DT37 TE31) Downtown Line Due 20, BEDOK SOUTH MRT DUE 2024 and TANAH MERAH MRT. These MRTs are at a considerable distance of 220m, 800m, and 1.23km from the residence respectively. It takes a 5 minutes’ walk and a 2 minutes’ drive to reach the nearest MRT station. Therefore, traveling via MRT is quite convenient for the residents of this area. Bus stops in the area are Eastwood Ctr, Country Pk and Aft Bedok Meth Ch at 40m, 100m and 180m from the Eastwood Centre. It takes a 2-3 minutes' walk to reach any of the bus stops from the condominium.Eastwood Centre – Amenities and AttractionsDining near Eastwood CentreSan BistroAuntie Jenny SeafoodSuka Ramai Mama PowerNoi Kassim BBQGreen Sky Fried Kway TeowSchools and Education Institute near Eastwood CentreTemasek PrimaryBedok South SecondaryTemasek SecondaryBedok View SecondaryHospitals/Medical Centers enters near Eastwood CentreChangi General HospitalSaint Andrew's Community HospitalParkway East HospitalSengkang General HospitalTan Tock Seng HospitalShopping Outlets near Eastwood CentreBedok Shopping ComplexEast VillageChangi City PointCold Storage EastwoodGiant (Bedok Market Place Complex)NTUC Fairprice (New Upper Changi)Eastwood Centre – Project InformationEastwood Centre is a low-rise project consisting of 5 floors. the 5 floors of the building accommodate 48 units. These units contain 2, 3 or 4 bedrooms. The units of this development have a central air-conditioning facility. The bedrooms and dining have perfect flooring. Units also contain fittings for kitchen and wardrobe. The units are available for rental and sale purposes. The sale price of a single unit ranges from S$ 860,860 ~ S$ 1,680,000. Project details are as follows: Type: CondominiumDistrict: 16 (Bayshore, Bedok, Chai Chee)Tenure: 99-year LeaseholdDeveloper: Ho Bee (Eastwood Park) Pte LtdEstimated TOP: 1998of Units: 48Unit Type: 2-bedrooms (1,001 sqft)3-bedrooms (1,173 - 1,604 sqft)4-bedrooms (2,928 sqft)Eastwood Centre – Related projectsFollowing are some residence projects by Developer:TurquoiseSeascapeCape RoyaleEastwood Centre – Nearby ProjectsFollowing are some residence projects near Eastwood Centre:eCOGrandeur Park ResidencesUrban VistaThe GladesArchipelagoThe Bayshore"
400214,Eastwood Lodge,D16,36 Eastwood Road,486137,Apartment,N/A,99-year Leasehold,1998,N/A,N/A,https://www.propertyguru.com.sg/project/eastwood-lodge-1900,"Eastwood Lodge is a 99-year leasehold apartment development located at 36 Eastwood Road, Singapore 486137, in District 16, minutes ride to Tanah Merah MRT Station. It was cmpleted in 1998. Eastwood Lodge is close to the Singapore Expo and the East Coast Medicare Centre. 

Condo Amenities near Eastwood Lodge

Several feeder bus services are available near Eastwood Lodge. It is just a few minutes ride to several schools, such as Temasek Secondary School, Anglican High School, and Bedok View Secondary School. 

Residents can head down to the nearby Eastwood Centre for daily necessities and more. In addition, Eastwood Lodge is also close to the Laguna National Golf and Country Club. 

For vehicle owners, driving from Eastwood Lodge to either the business hub or the vibrant Orchard Road shopping district takes 20 - 25 minutes, via East Coast Parkway."
